q,n_top5,n_tied_rows,order_differs,declared_top5,id_top5
base median incid,5,0,0,file:docs/adr-0019-calder-gateway.md|file:docs/guide-oncall-rota.md|file:docs/reference-deployment-tiers.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md,file:docs/adr-0019-calder-gateway.md|file:docs/guide-oncall-rota.md|file:docs/reference-deployment-tiers.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md
bill p50 per,5,0,0,file:docs/adr-0019-calder-gateway.md|file:docs/adr-0007-helix-mesh.md|file:docs/guide-onboarding.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md,file:docs/adr-0019-calder-gateway.md|file:docs/adr-0007-helix-mesh.md|file:docs/guide-onboarding.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md
bpf rais group,5,0,0,file:docs/adr-0019-calder-gateway.md|file:docs/adr-0007-helix-mesh.md|file:docs/guide-oncall-rota.md|file:docs/policy-data-retention.md|file:docs/reference-deployment-tiers.md,file:docs/adr-0019-calder-gateway.md|file:docs/adr-0007-helix-mesh.md|file:docs/guide-oncall-rota.md|file:docs/policy-data-retention.md|file:docs/reference-deployment-tiers.md
c2 same retri,5,0,0,file:docs/policy-data-retention.md|file:docs/adr-0019-calder-gateway.md|file:docs/guide-onboarding.md|file:docs/adr-0007-helix-mesh.md|file:docs/postmortem-checkout-outage.md,file:docs/policy-data-retention.md|file:docs/adr-0019-calder-gateway.md|file:docs/guide-onboarding.md|file:docs/adr-0007-helix-mesh.md|file:docs/postmortem-checkout-outage.md
cart slow calderctl,5,0,0,file:docs/guide-onboarding.md|file:docs/reference-deployment-tiers.md|file:docs/adr-0007-helix-mesh.md|file:docs/reference-calderctl.md|file:docs/runbook-gateway-rollback.md,file:docs/guide-onboarding.md|file:docs/reference-deployment-tiers.md|file:docs/adr-0007-helix-mesh.md|file:docs/reference-calderctl.md|file:docs/runbook-gateway-rollback.md
claim treat failur,5,0,0,file:docs/guide-onboarding.md|file:docs/adr-0019-calder-gateway.md|file:docs/policy-data-retention.md|file:docs/postmortem-checkout-outage.md|file:docs/guide-oncall-rota.md,file:docs/guide-onboarding.md|file:docs/adr-0019-calder-gateway.md|file:docs/policy-data-retention.md|file:docs/postmortem-checkout-outage.md|file:docs/guide-oncall-rota.md
complianc worth so,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/policy-data-retention.md|file:docs/adr-0007-helix-mesh.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md,file:docs/postmortem-checkout-outage.md|file:docs/policy-data-retention.md|file:docs/adr-0007-helix-mesh.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md
consecut 2025 24,5,0,0,file:docs/guide-oncall-rota.md|file:docs/policy-data-retention.md|file:docs/reference-deployment-tiers.md|file:docs/guide-onboarding.md|file:docs/adr-0007-helix-mesh.md,file:docs/guide-oncall-rota.md|file:docs/policy-data-retention.md|file:docs/reference-deployment-tiers.md|file:docs/guide-onboarding.md|file:docs/adr-0007-helix-mesh.md
copi 503 tag,2,0,0,file:docs/reference-calderctl.md|file:docs/postmortem-checkout-outage.md,file:docs/reference-calderctl.md|file:docs/postmortem-checkout-outage.md
cross frozen checkout,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/adr-0007-helix-mesh.md|file:docs/reference-calderctl.md|file:docs/reference-deployment-tiers.md|file:docs/runbook-mesh-rollback-legacy.md,file:docs/postmortem-checkout-outage.md|file:docs/adr-0007-helix-mesh.md|file:docs/reference-calderctl.md|file:docs/reference-deployment-tiers.md|file:docs/runbook-mesh-rollback-legacy.md
develop languag legaci,5,0,0,file:docs/reference-deployment-tiers.md|file:docs/adr-0019-calder-gateway.md|file:docs/adr-0007-helix-mesh.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/reference-calderctl.md,file:docs/reference-deployment-tiers.md|file:docs/adr-0019-calder-gateway.md|file:docs/adr-0007-helix-mesh.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/reference-calderctl.md
document mid config,5,0,0,file:docs/guide-oncall-rota.md|file:docs/reference-calderctl.md|file:docs/postmortem-checkout-outage.md|file:docs/runbook-gateway-rollback.md|file:docs/adr-0019-calder-gateway.md,file:docs/guide-oncall-rota.md|file:docs/reference-calderctl.md|file:docs/postmortem-checkout-outage.md|file:docs/runbook-gateway-rollback.md|file:docs/adr-0019-calder-gateway.md
drove p99 proxi,5,0,0,file:docs/adr-0019-calder-gateway.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/guide-onboarding.md|file:docs/guide-oncall-rota.md,file:docs/adr-0019-calder-gateway.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/guide-onboarding.md|file:docs/guide-oncall-rota.md
emit reach 5,5,0,0,file:docs/policy-data-retention.md|file:docs/reference-deployment-tiers.md|file:docs/adr-0019-calder-gateway.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md,file:docs/policy-data-retention.md|file:docs/reference-deployment-tiers.md|file:docs/adr-0019-calder-gateway.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md
event search exactli,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/reference-deployment-tiers.md|file:docs/policy-data-retention.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/guide-onboarding.md,file:docs/postmortem-checkout-outage.md|file:docs/reference-deployment-tiers.md|file:docs/policy-data-retention.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/guide-onboarding.md
000 small second,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/guide-oncall-rota.md|file:docs/reference-deployment-tiers.md,file:docs/postmortem-checkout-outage.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/guide-oncall-rota.md|file:docs/reference-deployment-tiers.md
12 tune wrong,5,0,0,file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/adr-0019-calder-gateway.md|file:docs/postmortem-checkout-outage.md|file:docs/reference-calderctl.md,file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/adr-0019-calder-gateway.md|file:docs/postmortem-checkout-outage.md|file:docs/reference-calderctl.md
27 would 3,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/adr-0007-helix-mesh.md|file:docs/guide-onboarding.md|file:docs/reference-deployment-tiers.md|file:docs/guide-oncall-rota.md,file:docs/postmortem-checkout-outage.md|file:docs/adr-0007-helix-mesh.md|file:docs/guide-onboarding.md|file:docs/reference-deployment-tiers.md|file:docs/guide-oncall-rota.md
35 22 4,5,0,0,file:docs/guide-oncall-rota.md|file:docs/policy-data-retention.md|file:docs/postmortem-checkout-outage.md|file:docs/guide-onboarding.md|file:docs/adr-0019-calder-gateway.md,file:docs/guide-oncall-rota.md|file:docs/policy-data-retention.md|file:docs/postmortem-checkout-outage.md|file:docs/guide-onboarding.md|file:docs/adr-0019-calder-gateway.md
51 51 0019,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/adr-0019-calder-gateway.md|file:docs/adr-0007-helix-mesh.md|file:docs/reference-deployment-tiers.md|file:docs/runbook-gateway-rollback.md,file:docs/postmortem-checkout-outage.md|file:docs/adr-0019-calder-gateway.md|file:docs/adr-0007-helix-mesh.md|file:docs/reference-deployment-tiers.md|file:docs/runbook-gateway-rollback.md
achiev get all,5,0,0,file:docs/adr-0019-calder-gateway.md|file:docs/adr-0007-helix-mesh.md|file:docs/guide-onboarding.md|file:docs/guide-oncall-rota.md|file:docs/runbook-mesh-rollback-legacy.md,file:docs/adr-0019-calder-gateway.md|file:docs/adr-0007-helix-mesh.md|file:docs/guide-onboarding.md|file:docs/guide-oncall-rota.md|file:docs/runbook-mesh-rollback-legacy.md
adopt larg path,5,0,0,file:docs/adr-0007-helix-mesh.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/reference-deployment-tiers.md|file:docs/guide-oncall-rota.md,file:docs/adr-0007-helix-mesh.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/reference-deployment-tiers.md|file:docs/guide-oncall-rota.md
also misconfigur time,5,0,0,file:docs/adr-0019-calder-gateway.md|file:docs/guide-oncall-rota.md|file:docs/reference-deployment-tiers.md|file:docs/runbook-gateway-rollback.md|file:docs/reference-calderctl.md,file:docs/adr-0019-calder-gateway.md|file:docs/guide-oncall-rota.md|file:docs/reference-deployment-tiers.md|file:docs/runbook-gateway-rollback.md|file:docs/reference-calderctl.md
argument person dry,5,0,0,file:docs/reference-deployment-tiers.md|file:docs/guide-oncall-rota.md|file:docs/policy-data-retention.md|file:docs/reference-calderctl.md|file:docs/runbook-gateway-rollback.md,file:docs/reference-deployment-tiers.md|file:docs/guide-oncall-rota.md|file:docs/policy-data-retention.md|file:docs/reference-calderctl.md|file:docs/runbook-gateway-rollback.md
base reason out,5,0,0,file:docs/adr-0019-calder-gateway.md|file:docs/policy-data-retention.md|file:docs/adr-0007-helix-mesh.md|file:docs/reference-deployment-tiers.md|file:docs/reference-calderctl.md,file:docs/adr-0019-calder-gateway.md|file:docs/policy-data-retention.md|file:docs/adr-0007-helix-mesh.md|file:docs/reference-deployment-tiers.md|file:docs/reference-calderctl.md
bill separ window,5,0,0,file:docs/guide-onboarding.md|file:docs/adr-0007-helix-mesh.md|file:docs/policy-data-retention.md|file:docs/reference-deployment-tiers.md|file:docs/reference-calderctl.md,file:docs/guide-onboarding.md|file:docs/adr-0007-helix-mesh.md|file:docs/policy-data-retention.md|file:docs/reference-deployment-tiers.md|file:docs/reference-calderctl.md
bpf store ani,5,0,0,file:docs/adr-0019-calder-gateway.md|file:docs/policy-data-retention.md|file:docs/runbook-gateway-rollback.md|file:docs/reference-calderctl.md|file:docs/runbook-mesh-rollback-legacy.md,file:docs/adr-0019-calder-gateway.md|file:docs/policy-data-retention.md|file:docs/runbook-gateway-rollback.md|file:docs/reference-calderctl.md|file:docs/runbook-mesh-rollback-legacy.md
c2 turn platform,5,0,0,file:docs/policy-data-retention.md|file:docs/adr-0007-helix-mesh.md|file:docs/guide-onboarding.md|file:docs/guide-oncall-rota.md|file:docs/postmortem-checkout-outage.md,file:docs/policy-data-retention.md|file:docs/adr-0007-helix-mesh.md|file:docs/guide-onboarding.md|file:docs/guide-oncall-rota.md|file:docs/postmortem-checkout-outage.md
cart written rollback,5,0,0,file:docs/reference-deployment-tiers.md|file:docs/guide-oncall-rota.md|file:docs/postmortem-checkout-outage.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md,file:docs/reference-deployment-tiers.md|file:docs/guide-oncall-rota.md|file:docs/postmortem-checkout-outage.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md
claim 27 run,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/adr-0019-calder-gateway.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/reference-calderctl.md|file:docs/runbook-gateway-rollback.md,file:docs/postmortem-checkout-outage.md|file:docs/adr-0019-calder-gateway.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/reference-calderctl.md|file:docs/runbook-gateway-rollback.md
complianc abl oncal,5,0,0,file:docs/policy-data-retention.md|file:docs/guide-oncall-rota.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/reference-deployment-tiers.md,file:docs/policy-data-retention.md|file:docs/guide-oncall-rota.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/reference-deployment-tiers.md
consecut good see,5,0,0,file:docs/guide-oncall-rota.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/guide-onboarding.md|file:docs/reference-deployment-tiers.md,file:docs/guide-oncall-rota.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/guide-onboarding.md|file:docs/reference-deployment-tiers.md
copi level decid,5,0,0,file:docs/reference-calderctl.md|file:docs/adr-0019-calder-gateway.md|file:docs/guide-onboarding.md|file:docs/reference-deployment-tiers.md|file:docs/guide-oncall-rota.md,file:docs/reference-calderctl.md|file:docs/adr-0019-calder-gateway.md|file:docs/guide-onboarding.md|file:docs/reference-deployment-tiers.md|file:docs/guide-oncall-rota.md
cross mitig node,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/adr-0019-calder-gateway.md|file:docs/runbook-gateway-rollback.md|file:docs/reference-calderctl.md|file:docs/guide-oncall-rota.md,file:docs/postmortem-checkout-outage.md|file:docs/adr-0019-calder-gateway.md|file:docs/runbook-gateway-rollback.md|file:docs/reference-calderctl.md|file:docs/guide-oncall-rota.md
develop post tool,5,0,0,file:docs/reference-deployment-tiers.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/policy-data-retention.md|file:docs/reference-calderctl.md,file:docs/reference-deployment-tiers.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/policy-data-retention.md|file:docs/reference-calderctl.md
document recoveri 8,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/adr-0019-calder-gateway.md|file:docs/adr-0007-helix-mesh.md,file:docs/postmortem-checkout-outage.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/adr-0019-calder-gateway.md|file:docs/adr-0007-helix-mesh.md
drove serv calder,5,0,0,file:docs/adr-0019-calder-gateway.md|file:docs/runbook-gateway-rollback.md|file:docs/guide-onboarding.md|file:docs/adr-0007-helix-mesh.md|file:docs/reference-calderctl.md,file:docs/adr-0019-calder-gateway.md|file:docs/runbook-gateway-rollback.md|file:docs/guide-onboarding.md|file:docs/adr-0007-helix-mesh.md|file:docs/reference-calderctl.md
emit success mesh,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/policy-data-retention.md|file:docs/reference-calderctl.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/adr-0007-helix-mesh.md,file:docs/postmortem-checkout-outage.md|file:docs/policy-data-retention.md|file:docs/reference-calderctl.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/adr-0007-helix-mesh.md
event twice polici,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/policy-data-retention.md|file:docs/reference-deployment-tiers.md,file:docs/postmortem-checkout-outage.md|file:docs/runbook-gateway-rollback.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/policy-data-retention.md|file:docs/reference-deployment-tiers.md
000 000 guid,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/guide-onboarding.md|file:docs/guide-oncall-rota.md|file:docs/adr-0007-helix-mesh.md|file:docs/runbook-gateway-rollback.md,file:docs/postmortem-checkout-outage.md|file:docs/guide-onboarding.md|file:docs/guide-oncall-rota.md|file:docs/adr-0007-helix-mesh.md|file:docs/runbook-gateway-rollback.md
12 270 review,5,0,0,file:docs/adr-0019-calder-gateway.md|file:docs/runbook-gateway-rollback.md|file:docs/reference-deployment-tiers.md|file:docs/adr-0007-helix-mesh.md|file:docs/reference-calderctl.md,file:docs/adr-0019-calder-gateway.md|file:docs/runbook-gateway-rollback.md|file:docs/reference-deployment-tiers.md|file:docs/adr-0007-helix-mesh.md|file:docs/reference-calderctl.md
27 absorb chang,5,0,0,file:docs/reference-deployment-tiers.md|file:docs/postmortem-checkout-outage.md|file:docs/adr-0019-calder-gateway.md|file:docs/guide-onboarding.md|file:docs/adr-0007-helix-mesh.md,file:docs/reference-deployment-tiers.md|file:docs/postmortem-checkout-outage.md|file:docs/adr-0019-calder-gateway.md|file:docs/guide-onboarding.md|file:docs/adr-0007-helix-mesh.md
35 happen minut,5,0,0,file:docs/policy-data-retention.md|file:docs/guide-onboarding.md|file:docs/adr-0019-calder-gateway.md|file:docs/postmortem-checkout-outage.md|file:docs/guide-oncall-rota.md,file:docs/policy-data-retention.md|file:docs/guide-onboarding.md|file:docs/adr-0019-calder-gateway.md|file:docs/postmortem-checkout-outage.md|file:docs/guide-oncall-rota.md
,0,0,0,,
the,0,0,0,,
a the is of and,0,0,0,,
x,0,0,0,,
zzzzzzzzzzzz,0,0,0,,
Å,0,0,0,,
00112233445566778899aabbccddeeff,0,0,0,,
deadbeefdeadbeef,0,0,0,,
index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index index,1,0,0,file:docs/policy-data-retention.md,file:docs/policy-data-retention.md
why did pruning fail,5,0,0,file:docs/postmortem-checkout-outage.md|file:docs/adr-0007-helix-mesh.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/runbook-gateway-rollback.md|file:docs/guide-oncall-rota.md,file:docs/postmortem-checkout-outage.md|file:docs/adr-0007-helix-mesh.md|file:docs/runbook-mesh-rollback-legacy.md|file:docs/runbook-gateway-rollback.md|file:docs/guide-oncall-rota.md
what format is the committed index,1,0,0,file:docs/policy-data-retention.md,file:docs/policy-data-retention.md
supersession penalty safe interval,1,0,0,file:docs/runbook-gateway-rollback.md,file:docs/runbook-gateway-rollback.md
